股票代码,股票名称,当前价格,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH600275,ST昌鱼,2.41,0.01,0.42,-3.21,3074467,7413568,0.6,,0,1226297744
SH603358,华达科技,14.48,0.06,0.42,-23.39,2481060,35817723,0.79,29.121,2.072,4540928000
SH688100,威胜信息,21.69,0.09,0.42,-1.9,1126150,24142043,2.65,41.1,,10845000000
SZ200054,建车B,4.74,0.02,0.42,-1.46,16100,76339.5,0.05,,0,565837500
SZ002123,梦网集团,14.58,0.06,0.41,2.46,7495855,108480132.6,1.13,,0,11832269340
SH600365,ST通葡,2.46,0.01,0.41,-0.81,10529800,26423687,2.63,,0,984000000
SH688126,沪硅产业-U,37.06,0.15,0.41,11.9,27244420,1007170972,5.7,,,91918435600
SH600406,国电南瑞,29.43,0.12,0.41,10.76,23594757,694020772,0.51,28.663,0.985,136017675382
SH603079,圣达生物,22.28,0.09,0.41,3.15,1282077,28488852,0.75,18.809,0.385,3814089984
SH600119,ST长投,7.32,0.03,0.41,-4.19,814400,5954969,0.26,32.538,0,2673779108
SZ002835,同为股份,12.56,0.05,0.4,-0.24,1999300,24979677,1.71,40.093,0.342,2759154713
SH900952,锦港B股,0.25,0.001,0.4,2.88,159711,39882,0.07,18.668,1.128,500572875
SZ300557,理工光科,24.87,0.1,0.4,-7.99,980194,24351397.56,1.77,48.373,0,1384476590
SZ002013,中航机电,12.43,0.05,0.4,8.56,58621269,726000961.02,1.51,47.948,0.462,48288372127
SZ300070,碧水源,7.54,0.03,0.4,-1.44,20702507,154931909.7,0.85,20.083,0.875,23861058319
SZ002471,中超控股,2.49,0.01,0.4,-9.12,9082673,22492083.71,0.72,,0,3157320000
SH600812,华北制药,10.14,0.04,0.4,-1.46,7549511,76537522,0.46,87.031,0.296,16536359952
SZ300087,荃银高科,30.22,0.12,0.4,-1.34,13032863,390227322.18,3.31,101.152,0.165,13004574746
SZ002484,江海股份,10.18,0.04,0.39,-3.05,7492678,76041647.88,0.98,28.574,0.786,8332446469
SZ000656,金科股份,7.63,0.03,0.39,7.62,47719012,363176295.97,0.9,6.644,5.898,40742031676
SZ002591,恒大高新,5.14,0.02,0.39,-8.21,1426900,7287883,0.66,44.33,0,1565028660
SH688169,石头科技,1134.41,4.41,0.39,9.5,266030,304707796,1.63,68.748,,75627333711
SH601686,友发集团,12.76,0.05,0.39,3.07,6653942,85187426,4.69,12.902,3.527,18011462216
SH600658,电子城,5.12,0.02,0.39,-5.36,4565427,23292222,0.41,8.885,2.617,5727155430
SZ300444,双杰电气,5.16,0.02,0.39,-3.91,15197981,77705467.35,4.33,,0,3022318513
SZ300535,达威股份,12.77,0.05,0.39,-9.11,1831670,23279528,2.18,29.32,0.628,1328290743
SH603506,南都物业,22.99,0.09,0.39,16.05,3601966,78083132,10.74,23.292,1.109,3083579385
SZ300029,ST天龙,5.11,0.02,0.39,-7.26,2900037,14991241.78,1.45,,0,1022000000
SZ002723,金莱特,13.15,0.05,0.38,-2.95,2859100,37814286,1.62,118.298,0.304,2526483200
SZ000605,渤海股份,5.3,0.02,0.38,-8.78,914680,4852832.2,0.27,49.467,0.377,1869090580
SZ000032,深桑达A,18.63,0.07,0.38,4.08,1449926,26815999.27,0.35,60.868,0.429,7698282284
SZ300852,四会富仕,84.74,0.32,0.38,-7.22,676700,57844314,4.78,41.194,0,4798673668
SH603788,宁波高发,13.7,0.05,0.37,-1.58,1008780,13795631,0.45,17.642,4.38,3055991432
SH603928,兴业股份,10.86,0.04,0.37,-4.57,689355,7489158,0.34,15.259,1.842,2189376000
SZ002672,东江环保,8.05,0.03,0.37,-8.83,3878737,31075923.85,0.58,22.031,1.863,7078100171
SZ300505,川金诺,16.08,0.06,0.37,2.03,1406700,22439760.6,1.72,30.815,0.765,2101398045
SZ300705,九典制药,27.33,0.1,0.37,1.98,1875300,51022657.8,1.42,88.595,0.132,6413804400
SH603600,永艺股份,13.64,0.05,0.37,2.71,3493245,47669122,1.15,16.825,1.466,4126272410
SZ003022,联泓新科,19.17,0.07,0.37,23.84,13770027,262433060.1,9.34,36.938,,19694491200
SH600928,西安银行,5.38,0.02,0.37,-3.24,31554874,171352785,2.73,9.006,3.439,23911111114
SH601088,中国神华,18.81,0.07,0.37,4.44,42612096,794399628,0.26,9.418,6.699,374123760759
SH601579,会稽山,10.76,0.04,0.37,-22.25,12104534,128530711,2.43,35.885,0,5351593600
SZ000750,国海证券,5.48,0.02,0.37,-6.48,71006756,388894634.1,1.3,36.22,0.639,29835999817
SH688600,皖仪科技,16.3,0.06,0.37,-4.9,418403,6783310,1.32,49.379,,2173442000
SZ002281,光迅科技,29.64,0.11,0.37,2.07,5842516,172227173.29,0.89,43.011,0.556,20684330850
SZ200512,闽灿坤B,5.51,0.02,0.36,3.77,114865,627319.71,0.06,7.294,1.989,1021508157
SZ000899,赣能股份,5.57,0.02,0.36,-21.55,23673185,129890709.9,2.43,22.203,1.795,5434525123
SZ000611,ST天首,2.81,0.01,0.36,-1.4,883500,2487877.98,0.28,280.882,0,949279882
SH688095,福昕软件,261.96,0.93,0.36,8.25,342624,89328212,3.14,98.103,,12610754400
SZ300433,蓝思科技,38.88,0.14,0.36,27.02,56637916,2217368402.29,1.3,35.564,0.664,170444374040
SH603068,博通集成,84.01,0.3,0.36,-1.49,1638957,136507410,1.74,86.262,0.406,12637201394
SZ002967,广电计量,33.92,0.12,0.36,-7.45,4269100,143591460.07,2.25,100.677,0.221,17946122240
SZ002065,东华软件,8.3,0.03,0.36,0,19423134,160822399.42,0.69,58.062,0.602,25858503713
SH600211,西藏药业,61.3,0.22,0.36,-8.89,3158910,193643590,1.27,38.214,1.235,15198589776
SZ000976,华铁股份,5.54,0.02,0.36,4.53,12369479,68410822.07,0.78,24.037,0,8840060530
SZ300670,大烨智能,8.31,0.03,0.36,0.24,15371660,126683488.3,5.21,54.565,0,2625049880
SZ300503,昊志机电,11.24,0.04,0.36,3.59,13890100,155903653.74,7.46,,0,3192037360
SZ300405,科隆股份,8.31,0.03,0.36,-3.6,7106225,58614916.5,4.84,108.208,0,1848718686
SZ000567,海德股份,8.7,0.03,0.35,-2.25,2515410,21720060.35,1.15,76.608,0,5577908656
SH605006,山东玻纤,8.56,0.03,0.35,3.63,8525819,72806054,8.53,31.625,,4280000000
SZ002580,圣阳股份,5.73,0.02,0.35,-8.47,12147040,69688373.6,3.88,91.296,0.336,2600669330
SZ002077,*ST大港,5.67,0.02,0.35,-14.35,4770811,26847805.59,0.88,,0,3290576069
SZ000815,美利云,5.83,0.02,0.34,8.97,13495005,77882026.78,1.94,80.222,0,4053383494
SZ300793,佳禾智能,17.66,0.06,0.34,-5.61,2759860,49075869,2.71,59.156,1.062,4709710080
SH600966,博汇纸业,14.84,0.05,0.34,-1.26,46740318,685039301,3.5,37.85,0.115,19838769234
SH605168,三人行,187.31,0.63,0.34,3.29,378000,70200879,2.19,44.404,0.794,13051348718
SH688081,兴图新科,29.48,0.1,0.34,-2.67,257707,7571990,0.84,39.717,,2169728000
SZ300483,首华燃气,32.46,0.11,0.34,-15.64,161696,5239499.72,0.19,50.137,0.14,4842521956
SH600197,伊力特,24.22,0.08,0.33,-14.3,14540793,346405233,3.11,32.654,1.68,11327535020
SZ300004,南风股份,6.14,0.02,0.33,1.99,4592799,28403313.83,1.1,42.928,0,2947160692
SZ002772,众兴菌业,9.23,0.03,0.33,-20.09,4726239,43392305.01,1.85,22.683,1.083,3394028944
SH688513,苑东生物,48.61,0.16,0.33,2.14,327654,15895526,1.32,42.135,,5837574900
SH603189,网达软件,18.29,0.06,0.33,2.06,1540900,27938340,0.7,69.947,0.273,4038432000
SH603015,弘讯科技,6.07,0.02,0.33,-0.82,1443500,8762775,0.36,38.327,0,2453609330
SH603156,养元饮品,24.13,0.08,0.33,-6.62,2048444,49079034,0.27,14.315,6.907,30536360568
SZ002144,宏达高科,9.17,0.03,0.33,-27.8,1851000,16925885,1.32,24.484,1.091,1620912382
SZ300423,昇辉科技,12.25,0.04,0.33,-2.93,1824294,22233095.4,0.71,9.969,0.736,6105696328
SZ000782,美达股份,3.01,0.01,0.33,-6.52,2412762,7266386.62,0.46,134.204,0.664,1589700265
SZ002222,福晶科技,15.01,0.05,0.33,9.01,15774873,234297213.86,3.73,43.87,0.666,6416775000
SZ002033,丽江股份,6,0.02,0.33,-6.25,1316842,7871461.42,0.24,49.059,2,3296944266
SZ002598,山东章鼓,6.1,0.02,0.33,-1.61,1531800,9327195,0.57,22.628,3.115,1903200000
SZ300594,朗进科技,24,0.08,0.33,1.39,1557864,37404722.68,2.3,25.452,0.618,2159560800
SZ002857,三晖电气,12.19,0.04,0.33,5.54,483980,5914418.2,0.53,53.766,0.82,1560320000
SZ000100,TCL科技,9.11,0.03,0.33,28.67,630882143,5742482578.74,4.89,61.88,1.058,127820481978
SZ300241,瑞丰光电,6.29,0.02,0.32,-2.48,12477578,78157663.51,2.93,,0,3370150317
SZ300354,东华测试,15.65,0.05,0.32,8.68,743200,11591066,0.95,63.93,0.319,2164711146
SZ300346,南大光电,37.07,0.12,0.32,-8.04,14663435,547959608.53,3.97,152.259,0.081,15083443624
SH600208,新湖中宝,3.16,0.01,0.32,1.94,34187484,107535699,0.4,11.181,0.316,27173925574
SZ300527,中船应急,9.3,0.03,0.32,-7.19,14815022,138214267.8,1.54,177.256,0,8957350037
SZ002726,龙大肉食,12.54,0.04,0.32,-2.03,9832592,123302396.74,1,17.809,0.392,12489069793
SH603917,合力科技,9.34,0.03,0.32,-4.5,1177760,11069153,0.75,19.121,1.178,1464512000
SH603662,柯力传感,28.58,0.09,0.32,-1.04,1064086,30429930,1.4,22.777,1.25,4777450977
SH600573,惠泉啤酒,9.35,0.03,0.32,-20.02,9074211,83475627,3.63,77.648,0.321,2337500000
SZ000890,*ST胜尔,3.09,0.01,0.32,8.42,4383311,13448851.55,1.15,,0,1296267261
SZ002094,青岛金王,3.09,0.01,0.32,-17.38,8513760,26323952.3,1.23,,0,2134873426
SH688298,东方生物,157.83,0.48,0.31,-22.25,1319762,206407550,4.63,27.52,,18939600000
SH603345,安井食品,184.93,0.58,0.31,-4.12,1615712,295566213,0.69,85.107,0.256,43768242840
SZ000906,浙商中拓,6.48,0.02,0.31,-2.99,2167003,14027794.04,0.33,7.986,3.859,4370347295
SH601069,西部黄金,13.05,0.04,0.31,-3.26,2623203,34165486,0.41,263.409,0.153,8299800000
SH603288,海天味业,200.81,0.62,0.31,0.13,3827924,766191300,0.12,106.859,0.448,650713400598
SH603109,神驰机电,22.38,0.07,0.31,-4.97,810900,18059409,1.74,26.859,1.028,3282474600
SZ000050,深天马A,16.27,0.05,0.31,10.38,21637621,353409760.1,1.18,38.965,0.41,39987554444
SZ002138,顺络电子,26.56,0.08,0.3,8.32,14497505,380447484.47,2.05,41.862,0.753,21415815482
SZ002014,永新股份,10.02,0.03,0.3,2.14,992050,9911466.5,0.2,17.137,3.911,5150447574
SZ300040,九洲集团,6.75,0.02,0.3,-11.3,4726410,31637724.64,1.65,39.996,0.668,2567695106
SZ002982,湘佳股份,66.2,0.2,0.3,1.38,646258,42443048.61,2.52,28.476,0.302,6744456000
SZ002041,登海种业,19.82,0.06,0.3,-11.2,18059108,355137716.15,2.05,198.374,0.303,17441600000
SH601360,三六零,16.71,0.05,0.3,6.37,29526523,491396357,1.65,47.548,0.3,119399019022
SH603117,万林物流,3.38,0.01,0.3,-6.11,2274960,7656038,0.36,48.911,1.183,2158944800
SZ300536,农尚环境,14.03,0.04,0.29,8.01,1389365,19773076,0.63,395.104,0.257,4114832506
SH600118,中国卫星,34.17,0.1,0.29,6.18,14330703,487860725,1.21,130.558,0.293,40405653743
SH603611,诺力股份,13.65,0.04,0.29,-5.21,987014,13469595,0.37,14.435,0,3647071619
SZ000837,*ST秦机,6.98,0.02,0.29,0.58,1861103,12993707.88,0.27,,0,4839728952
SZ300117,嘉寓股份,3.42,0.01,0.29,-14.07,27122958,92804402.13,3.78,,0.088,2451319200
SH688021,奥福环保,55.98,0.16,0.29,-8.72,519719,28797540,1.22,56.961,,4326335032
SZ002628,成都路桥,3.48,0.01,0.29,-6.45,5134201,17997222.47,0.69,37.892,0.345,2652512428
SZ300551,古鳌科技,27.74,0.08,0.29,-3.68,1596046,44069131.12,1.11,664.721,0.09,5624340480
SH600869,远东股份,3.45,0.01,0.29,-13.53,6020740,20674225,0.27,,0.348,7656766974
SH603699,纽威股份,13.98,0.04,0.29,11.93,3978333,54187821,0.53,21.597,2.861,10485000000
SH603823,百合花,14.4,0.04,0.28,-1.97,576825,8293898,0.18,19.767,1.538,4536000000
SH600778,友好集团,3.61,0.01,0.28,-9.52,1702378,6122085,0.55,,0,1124483781
SZ000519,中兵红箭,10.82,0.03,0.28,7.98,51619378,550423012.39,3.71,50.115,0.416,15067488185
SH600629,华建集团,7.52,0.02,0.27,-4.08,619513,4632128,0.12,13.369,1.596,4014941220
SH603663,三祥新材,14.68,0.04,0.27,-2.13,475573,6918628,0.25,47.144,0.672,2825342454
SZ300164,通源石油,3.71,0.01,0.27,-4.13,10105106,37819710.2,2.78,,2.156,1905197372
SZ300606,金太阳,18.84,0.05,0.27,-5.14,2019200,38214570,3.76,22.974,0.422,1760729880
SZ300489,中飞股份,26.19,0.07,0.27,-21.42,9313651,237993055.52,6.89,,0,3565113750
SH601608,中信重工,3.74,0.01,0.27,-5.56,18116642,67823602,0.42,73.483,0.19,16229428156
SZ002808,恒久科技,7.49,0.02,0.27,-7.07,2764328,20690345.1,1.61,89.729,0.267,2013312000
SZ200726,鲁泰B,3.83,0.01,0.26,-2.05,187800,720969,0.11,5.957,2.854,3286646793
SZ003007,直真科技,26.94,0.07,0.26,-11.09,805300,21597782.74,4.03,22.553,,2155200000
SZ002801,微光股份,37.9,0.1,0.26,6.4,2852006,108645407.54,3.77,32.01,0.609,5802035200
SZ300638,广和通,66,0.17,0.26,10.28,3623453,236550125.51,2.43,58.428,0.336,15968465766
SH601138,工业富联,15.14,0.04,0.26,10.59,48921111,742855894,1.69,17.464,1.321,300841571735
SH600826,兰生股份,8.14,0.02,0.25,-4.01,772800,6280253,0.18,63.549,1.254,4362396085
SH605222,起帆电缆,20.26,0.05,0.25,-5.19,832088,16851519,1.66,21.22,0.617,8115750800
SZ002111,威海广泰,15.73,0.04,0.25,3.08,3502400,54996214.8,1.03,19.928,1.716,6006146638
SH600754,锦江酒店,47.25,0.12,0.25,-8.31,4403071,205719177,0.55,87.02,1.27,45262496790
SZ003008,开普检测,36.7,0.09,0.25,-3.32,718600,26276956,3.59,36.033,,2936000000
SZ000553,安道麦A,8.08,0.02,0.25,3.32,1615640,13046732.52,0.07,,0.155,18940500120
SH601636,旗滨集团,12.19,0.03,0.25,-4.77,47183007,573491735,1.76,20.027,2.462,32745214890
SH601018,宁波港,4.04,0.01,0.25,3.06,13678577,55044419,0.1,19.978,2.042,63861966175
SH600789,鲁抗医药,8.16,0.02,0.25,-12.91,10006494,81428175,1.17,28.752,0.551,7182674638
SZ002907,华森制药,12.1,0.03,0.25,-9.84,1485222,17894068.59,0.52,38.344,0.364,4860583201
SZ300548,博创科技,40.11,0.1,0.25,15.76,6750753,274345234.12,5.85,103.777,0.069,6032462256
SZ300810,中科海讯,36.22,0.09,0.25,-3.41,489200,17657806,0.94,168.848,0.26,2850514000
SH600470,*ST六化,4.09,0.01,0.25,-1.92,3140036,12783011,0.6,,0,2133344000
SZ002531,天顺风能,7.95,0.02,0.25,-5.58,31750557,252943370.66,1.79,14.009,1.258,14143201424
SH601155,新城控股,40.2,0.1,0.25,15.42,18245180,725911812,0.81,6.639,4.231,90680634877
SZ002807,江阴银行,4.23,0.01,0.24,-1.17,22964153,96843301.79,1.06,8.969,4.255,9187577474
SH600560,金自天正,8.51,0.02,0.24,-5.86,1037262,8824598,0.46,54.35,0.447,1903223205
SH603963,大理药业,8.19,0.02,0.24,5,673869,5513984,0.31,496.928,0,1799343000
SH603268,松发股份,16.48,0.04,0.24,-2.08,394620,6491542,0.32,348.152,0,2046301824
SH600739,辽宁成大,24.75,0.06,0.24,1.77,13876115,342882295,0.91,14.171,0.404,37860317946
SH600196,复星医药,50.02,0.12,0.24,-7.35,26142586,1307803239,1.3,34.306,0.78,128196185221
SZ300158,振东制药,4.45,0.01,0.23,-19.09,17030602,75950180.28,1.68,22.017,1.124,4572351237
SH601857,中国石油,4.27,0.01,0.23,2.89,81031637,345732679,0.05,42.337,3.593,781499575283
SH603167,渤海轮渡,8.83,0.02,0.23,0.34,10978069,96783218,2.36,28.25,4.53,4174882304
SZ002898,赛隆药业,8.86,0.02,0.23,-5.34,452300,4017175,0.45,,0.308,1559360000
SH900933,华新B股,2.178,0.005,0.23,0.51,685493,1491961,0.09,5.35,7.823,4566394484
SZ300853,申昊科技,55.44,0.12,0.22,-14.69,443176,24419136.06,2.17,33.399,0.541,4525456320
SZ002824,和胜股份,13.71,0.03,0.22,-13.39,2943350,40269555.98,2.74,87.098,0.088,2516292681
SH600676,交运股份,4.57,0.01,0.22,-6.54,6965962,32549332,0.68,,0.875,4700212754
SH688156,路德环境,18.54,0.04,0.22,-9.74,365552,6786587,1.75,71.147,,1702713600
SZ002859,洁美科技,27.56,0.06,0.22,8.76,6966436,192055823.05,1.73,48.496,0.364,11336240441
SZ002836,新宏泽,9.05,0.02,0.22,-7.84,504800,4517268,0.32,103.418,1.105,1448000000
SH603986,兆易创新,225.5,0.5,0.22,14.18,10927176,2461157394,2.49,128.099,0.115,106344548250
SZ002558,巨人网络,18.16,0.04,0.22,4.19,8166189,147871436.58,0.4,39.112,0.716,36762739565
SH603101,汇嘉时代,4.58,0.01,0.22,-3.98,6267540,28304124,1.33,,0,2154432000
SH688518,联赢激光,14.04,0.03,0.21,-7.93,941393,13185859,1.32,125.312,,4200768000
SH600073,上海梅林,9.73,0.02,0.21,-5.44,10849664,105280588,1.16,21.793,1.233,9124107763
SZ300686,智动力,19.05,0.04,0.21,-4.99,1477100,28027103.6,1.09,31.521,0.332,3894292440
SZ002213,大为股份,14.17,0.03,0.21,9.17,1379000,19420494,0.67,366.898,0,2919020000
SH605177,东亚药业,33.92,0.07,0.21,-4.45,1027431,34872853,3.62,26.399,,3853312000
SZ002823,凯中精密,9.97,0.02,0.2,-3.95,1142859,11405112.92,0.74,25.576,0.699,2862234160
SZ300680,隆盛科技,30.36,0.06,0.2,-2.72,3887045,118642624.32,4.45,110.072,0.17,4377291533
SH603336,宏辉果蔬,9.78,0.02,0.2,-7.47,8117752,78688614,2.41,46.756,0.751,3299800118
SZ000593,大通燃气,5.13,0.01,0.2,-18.83,7314400,37457691,2.04,48.428,0,1839777076
SZ300560,中富通,14.77,0.03,0.2,-7.86,1585460,23361754.9,0.84,47.635,0,3342005123
SZ002272,川润股份,5.06,0.01,0.2,-17.46,8261208,41561529.19,2.52,30.608,0,2175789880
SZ300842,帝科股份,60.92,0.12,0.2,-11.95,1084400,65954660.31,4.34,57.446,0,6092000000
SZ002915,中欣氟材,15.14,0.03,0.2,-6.43,1433900,21630681.5,1.59,,0,3088869689
SH600038,中直股份,62.93,0.12,0.19,0.35,7015215,440226704,1.19,55.035,0.477,37095769738
SZ002032,苏泊尔,80,0.15,0.19,2.58,2480702,196396091.72,0.41,37.484,1.663,65686708800
SZ300753,爱朋医疗,26.23,0.05,0.19,3.68,1256499,32904837.56,2.56,32.325,1.173,2755199200
SZ002190,成飞集成,26.2,0.05,0.19,-11.4,2780901,72937397.1,0.81,170.503,0.229,9398708787
SZ300610,晨化股份,15.8,0.03,0.19,-2.83,3129900,49158500,2.83,19.209,0.949,2380633400
SZ002004,华邦健康,5.33,0.01,0.19,-3.79,14426841,76645064.11,0.8,16.826,4.128,10552969288
SH688551,科威尔,31.24,0.06,0.19,-10.2,486867,15296274,2.68,50.051,,2499200000
SZ300858,科拓生物,62.07,0.12,0.19,2.48,567051,35155023.92,2.75,51.95,0,5121873142
SH600232,金鹰股份,5.31,0.01,0.19,-4.5,1331815,7033176,0.37,44.104,3.766,1936655469
SH603567,珍宝岛,10.76,0.02,0.19,-3.58,790187,8488691,0.09,29.331,2.017,9136961600
SZ000559,万向钱潮,5.19,0.01,0.19,-2.99,16257254,84586912.75,0.59,41.212,0.963,17146677075
SH603159,上海亚虹,10.42,0.02,0.19,-6.29,715140,7465303,0.51,37.914,2.207,1458800000
SH603992,松霖科技,16.21,0.03,0.19,-11.61,625201,10119494,1.4,24.982,1.086,6500369798
SH600929,雪天盐业,5.28,0.01,0.19,-5.04,2042426,10758633,0.61,38.353,0.322,4845726061
SH603968,醋化股份,15.54,0.03,0.19,-7,739500,11531607,0.36,12.22,3.218,3177619200
SH600836,*ST界龙,5.25,0.01,0.19,6.71,2705440,14174698,0.41,18.677,0,3479453628
SH600819,耀皮玻璃,5.19,0.01,0.19,-14.36,6271100,32637580,0.84,26.346,1.291,4852214398
SH603909,合诚股份,16.33,0.03,0.18,6.11,1152621,18857516,0.8,36.47,0,2338896910
SZ002387,维信诺,11.38,0.02,0.18,-0.18,6985020,79353248.9,0.65,159.495,0,15564005463
SZ002167,东方锆业,5.5,0.01,0.18,-10.57,5765256,31541827.6,1.01,,0,3882703000
SZ300466,赛摩智能,5.58,0.01,0.18,-6.69,4651980,25733695.6,1.24,,0,2988256887
SH603315,福鞍股份,11.33,0.02,0.18,-1.65,1160600,13127657,0.53,32.074,1.456,3478607571
SH601566,九牧王,11.19,0.02,0.18,-1.84,941575,10543041,0.16,24.271,5.809,6430189709
SH603040,新坐标,27.08,0.05,0.18,-3.35,535696,14438973,0.52,18.701,1.421,2797520495
SZ000788,北大医药,5.89,0.01,0.17,-4.07,1628200,9564726,0.27,77.774,0,3510365933
SZ002025,航天电器,59.82,0.1,0.17,-8.22,4733656,283344032.92,1.1,62.122,0.251,25662780000
SZ000723,美锦能源,6.03,0.01,0.17,-9.73,57557442,343863264.23,1.53,41.63,0,24590901104
SZ300468,四方精创,18.16,0.03,0.17,-11.02,5329001,96301255.41,1.88,56.903,0.551,5144710839
SZ002522,浙江众成,5.91,0.01,0.17,-8.09,7068465,41862053.64,0.83,44.968,1.184,5353156177
SZ002868,绿康生化,12.11,0.02,0.17,-9.22,267460,3234774.7,0.17,28.99,1.084,1882085786
SH601606,长城军工,11.75,0.02,0.17,-1.92,6689062,78377564,2.25,86.899,0.357,8509683700
SZ000059,华锦股份,5.87,0.01,0.17,6.34,14176973,82623156.5,0.89,,4.003,9388727692
SH900948,伊泰B股,0.579,0.001,0.17,3.39,1295501,749034,0.1,6.546,8.539,1884070053
SZ000657,中钨高新,6.4,0.01,0.16,-11.72,28071601,177073747.52,2.96,40.498,0,6747458829
SH603976,正川股份,62.6,0.1,0.16,-14,2490179,155483452,1.65,171.247,0.518,9465120000
SZ002300,太阳电缆,6.08,0.01,0.16,-7.03,3321389,20131216.42,0.51,19.112,1.794,3992535360
SZ300203,聚光科技,12.62,0.02,0.16,8.14,3380590,42547153.93,0.75,,0,5710769588
SZ300573,兴齐眼药,99.26,0.15,0.15,4.23,1905858,190274363.81,3.15,133.855,0.126,8175589604
SH603810,丰山集团,26.99,0.04,0.15,13.64,2475265,66509683,4.47,18.735,0.333,3137144864
SZ002608,江苏国信,6.88,0.01,0.15,-10.3,8179459,56469304.1,0.22,11.809,0,25993188364
SZ300151,昌红科技,28.69,0.04,0.14,4.63,3682583,105472714.96,1.29,92.204,0,14416725000
SH600059,古越龙山,14.15,0.02,0.14,-16.81,49979150,688397505,6.18,65.211,0.707,11440616935
SH603003,龙宇燃油,7.29,0.01,0.14,-3.83,1455600,10582215,0.35,56.642,0,3036521211
SZ002561,徐家汇,7.14,0.01,0.14,-5.18,769701,5474324.47,0.2,23.399,5.042,2968547820
SH603725,天安新材,7.35,0.01,0.14,2.94,1171320,8619786,0.57,76.752,1.361,1509337200
SZ000635,英力特,7.32,0.01,0.14,-5.79,1676100,12246345,0.55,93.837,2.049,2218601247
SZ002246,北化股份,7.17,0.01,0.14,-2.18,1725150,12344294.48,0.31,40.193,0.767,3936579473
SZ300539,横河模具,7.07,0.01,0.14,-4.97,4094697,29223169.76,3.62,140.564,0.51,1569491981
SZ001696,宗申动力,7.27,0.01,0.14,-5.71,7541662,54523286.26,0.86,14.206,4.127,8324345708
SZ000690,宝新能源,7.21,0.01,0.14,-1.23,23397397,169637655.78,1.12,8.55,2.774,15688151485
SZ300131,英唐智控,7.96,0.01,0.13,-4.78,36803493,293890122.02,4.33,54.063,0,8513430351
SZ000153,丰原药业,7.52,0.01,0.13,-14.55,2951941,22194983.32,0.95,30.714,0,2347302050
SZ002929,润建股份,23.93,0.03,0.13,-0.13,812967,19324278.83,1.06,23.017,0.501,5282460084
SZ300144,宋城演艺,15.73,0.02,0.13,-11.23,44950205,714996629.38,2.04,202.143,0.706,41129137249
SH688160,步科股份,39.49,0.05,0.13,-2.3,2410481,92119149,12.63,53.332,,3317160000
SZ000936,华西股份,7.81,0.01,0.13,-0.38,13333369,103257977.46,1.51,,0.64,6919760647
SH603997,继峰股份,7.66,0.01,0.13,1.59,2880100,21968801,0.37,,2.617,7822772097
SH600199,金种子酒,15.44,0.02,0.13,-20.45,46882041,696268222,7.73,,0,10156382963
SH603679,华体科技,22.35,0.03,0.13,-1.67,1301201,29056671,0.92,47.255,0.415,3193662081
SZ300501,海顺新材,17.07,0.02,0.12,-4.37,2324736,39891936.6,2.72,30.535,0.293,2671963686
SZ002487,大金重工,8.14,0.01,0.12,-10.45,8199574,67322501.94,1.51,12.111,0.319,4523544520
SZ300243,瑞丰高材,16.65,0.02,0.12,12.05,11193188,182686979.96,5.96,50.078,0.601,3868175469
SZ002022,科华生物,17.09,0.02,0.12,10.83,7093500,121097504.73,1.38,22.198,0.381,8790365283
SH603359,东珠生态,16.16,0.02,0.12,1.06,1293787,20811316,0.41,11.124,1.238,5149222400
SZ002853,皮阿诺,25.2,0.03,0.12,2.98,1095897,27395217.3,1.47,22.412,1.032,3914605800
SZ300458,全志科技,33.84,0.04,0.12,4.93,6219759,210066899.87,2.39,70.564,0.885,11201065617
SH605369,拱东医疗,59.12,0.07,0.12,2.37,507900,30012072,2.54,24.822,,4729600000
SZ002187,广百股份,8.06,0.01,0.12,-1.83,2897401,23313051.01,0.85,,2.109,2759925898
SH603398,邦宝益智,9.29,0.01,0.11,-10.76,2389380,22066749,0.81,54.466,0,2753396212
SZ300880,迦南智能,35.32,0.04,0.11,-4.05,2823679,100023350.8,8.93,51.569,,4710275200
SH603717,天域生态,9.1,0.01,0.11,7.06,1763420,16158355,0.73,445.545,0,2200345784
SZ300285,国瓷材料,44.36,0.05,0.11,-1.66,10644158,472741114.87,1.41,79.865,0.13,44529026594
SZ300341,麦克奥迪,8.98,0.01,0.11,-2.18,2601171,23472519.29,0.51,33.398,0.334,4581266757
SH600513,联环药业,8.95,0.01,0.11,-13.19,1867507,16700173,0.65,26.466,0.939,2577513812
SH603357,设计总院,9.19,0.01,0.11,-0.86,2130917,19680625,0.47,12.624,2.394,4177247395
SH603696,安记食品,10.42,0.01,0.1,-10.56,3210096,33294513,1.36,56.071,2.879,2450784000
SZ300915,海融科技,78.06,0.08,0.1,-3.01,1485245,116517513.16,9.9,55.385,,4683600000
SZ300876,蒙泰高新,39.3,0.04,0.1,2.61,1789371,69495943.79,7.86,47.581,,3772800000
SH688678,福立旺,20.47,0.02,0.1,-6.1,1438710,29491831,4.08,29.343,,3548474500
SZ002304,洋河股份,190.8,0.19,0.1,-19.15,17010007,3235704028.9,1.36,38.74,1.572,287533310400
SH603688,石英股份,20.45,0.02,0.1,-13.05,3321385,67877579,0.94,36.378,0.708,7218042348
SH603006,联明股份,9.67,0.01,0.1,-21,1354600,13113810,0.71,29.672,1.241,1847726059
