股票代码,股票名称,当前价格,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SZ300929,N华骐,47.59,33.72,243.11,243.11,14257828,680037504.4,79.51,52.519,,3930129634
SZ300935,N盈建科,164.5,107.54,188.8,188.8,9290743,1393387332.14,65.75,157.619,0,9295072500
SH605228,N神通,8.48,2.59,43.97,43.97,679153,5750757,0.85,31.879,,3561600000
SZ300169,天晟新材,7.54,1.26,20.06,18.18,37631297,269888986.12,14.33,,0,2457921924
SZ300641,正丹股份,7.66,1.28,20.06,44.26,81194173,567963737.16,16.58,124.518,0.261,3750336000
SZ300742,越博动力,25.66,4.28,20.02,6.74,5299931,131451724.21,12.29,,0,2014273306
SZ300595,欧普康视,104.14,17.36,20,27.12,8210283,839361674.51,1.88,178.269,0.064,63291805649
SZ300507,苏奥传感,12.01,2,19.98,9.18,11366535,132292556.66,6,37.526,0.598,3678299241
SZ300337,银邦股份,5.83,0.97,19.96,11.26,83069441,465791907.23,11.73,55.928,0.172,4791793600
SH688339,亿华通-U,269.9,40.07,17.43,-0.89,1346285,343135880,8.8,,,19027950000
SZ300769,德方纳米,157,21.7,16.04,-6.1,4634985,716410432.49,10.84,563.308,0,14071077586
SZ300415,伊之密,16.02,2.12,15.25,19.64,35060124,545995035.66,8.63,30.141,0.619,6978312000
SZ300374,中铁装配,13.97,1.84,15.17,17.49,12261827,162779113.68,7.22,58.511,0.215,3435395348
SH688036,传音控股,177,21.88,14.11,16.34,4745030,800623609,1.22,57.875,,141600000000
SZ300014,亿纬锂能,104.23,12.73,13.91,27.89,42364081,4280624911.25,2.38,150.354,0.084,196876443665
SZ300803,指南针,36.5,4.36,13.57,11.96,23224906,823026547.56,10.29,190.075,0.274,14782499964
SH688179,阿拉丁,79.2,9.34,13.37,-0.75,1574396,119225070,6.86,117.002,,7993925280
SZ300740,御家汇,23.27,2.6,12.58,28.56,22915140,520171822.11,10.33,103.976,0,9565377300
SZ300759,康龙化成,140.65,15.25,12.16,16.82,8177405,1140830720.12,2.89,110.86,0.107,111730596530
SH688202,美迪西,259.13,27.6,11.92,64.81,1106517,278439164,4.25,169.772,,16066060000
SZ300601,康泰生物,156.47,16.46,11.76,-10.33,10037736,1499955176.63,2.05,185.74,0.188,107170548344
SZ300225,金力泰,19,1.99,11.7,16.21,32905648,598478744.66,7.04,132.748,0.051,9294900700
SZ300763,锦浪科技,169.96,16.32,10.62,14.07,2197042,359285324.53,3.99,93.773,0.558,24756507698
SH688516,奥特维,75.2,7.11,10.44,-5.41,1561037,113811620,7.39,55.461,,7419984000
SZ300593,新雷能,33.29,3.13,10.38,10.71,12447756,391610893.86,10.02,68.596,0.15,5511805326
SZ002504,弘高创意,2.16,0.2,10.2,-10,27525544,57535602.76,6.64,,0,2215729130
SZ000613,大东海A,4.47,0.41,10.1,1.82,21132431,86062198.21,7.92,,0,1627527000
SH601015,陕西黑猫,5.45,0.5,10.1,30.07,68052568,365526846,4.18,222.292,1.835,8882352628
SZ002162,悦心健康,3.82,0.35,10.09,-9.26,28100905,102146086.37,3.3,57.258,0,3261420500
SH600237,铜峰电子,5.68,0.52,10.08,25.66,57508868,321539604,10.19,,0,3205619129
SZ000795,英洛华,5.79,0.53,10.08,5.85,59790267,331187695.97,5.29,43.239,0,6564030956
SZ002205,国统股份,7.65,0.7,10.07,3.1,3929685,28888827.36,2.11,,0.163,1421700694
SZ002740,爱迪尔,5.69,0.52,10.06,14.03,18722955,102054540.89,7.75,,0,2583607528
SZ000020,深华发A,11.94,1.09,10.05,19.52,4132574,49300121.56,2.28,487.558,0,3380945050
SZ300100,双林股份,11.95,1.09,10.04,2.14,42321713,506972440.16,11.1,,0,4858342933
SH605333,沪光股份,15.46,1.41,10.04,3.48,2615427,39454687,6.52,70.909,0,6199460000
SH605255,天普股份,16.35,1.49,10.03,1.55,1146864,18456777,3.42,35.303,,2192208000
SH600884,杉杉股份,17.22,1.57,10.03,-4.49,89077889,1506887190,5.47,107.962,0.481,28034318923
SZ000612,焦作万方,8.12,0.74,10.03,15.67,101627027,764692570.4,8.53,21.588,0.123,9680659079
SH600111,北方稀土,15.91,1.45,10.03,21.54,248450559,3822385468,6.84,87.182,0,57802080060
SH600392,盛和资源,12.4,1.13,10.03,39.48,160880980,1921489000,9.17,,0,21764071631
SH600628,新世界,8.56,0.78,10.03,9.74,4122315,34821784,0.64,1300.65,0.35,5537253287
SZ002713,东易日盛,7.79,0.71,10.03,-1.27,1417852,11045067.08,0.35,,0,3268193074
SZ002805,丰元股份,17.57,1.6,10.02,28.72,20844648,360429082,21.51,,0,2554163199
SZ002173,创新医疗,5.93,0.54,10.02,5.14,3341930,19753327,0.9,,0,2697298244
SH605155,西大门,23.38,2.13,10.02,-23.29,2714974,62671048,11.31,27.817,,2244480000
SH600733,北汽蓝谷,10.32,0.94,10.02,19.03,57152179,579314932,3.13,,0,36054564358
SH600299,安迪苏,12.74,1.16,10.02,10.69,25268280,309166151,0.94,26.723,2.033,34167422218
SZ002943,宇晶股份,21.19,1.93,10.02,17.4,2076000,43634285,3.93,,0.236,2119000000
SH605099,共创草坪,30.42,2.77,10.02,-2.03,5900419,175535801,14.72,31.452,,12170737800
SH603919,金徽酒,36.16,3.29,10.01,-10.69,13447909,454135058,2.74,68.726,0.515,18342521492
SH600259,广晟有色,34.73,3.16,10.01,15.11,25096373,834734683,8.32,2690.909,0,10481593566
SH603456,九洲药业,38.24,3.48,10.01,6.82,12605005,472542716,1.57,90.173,0.522,30792185291
SH603500,祥和实业,16.16,1.47,10.01,42.63,5927854,95779255,3.36,46.008,1.856,2850624000
SZ002756,永兴材料,62,5.64,10.01,14.35,14704893,875996061.97,5.87,104.734,0.663,24762259298
SZ002976,瑞玛工业,26.49,2.41,10.01,0.8,855428,22138213.72,3.42,37.816,1.888,2649000000
SZ000831,五矿稀土,16.04,1.46,10.01,17.68,76122629,1186981021.72,7.76,98.951,0.249,15733459255
SH603595,东尼电子,22.64,2.06,10.01,12.86,6276723,138548090,3.89,79.376,0,4820627502
SH603938,三孚股份,22.19,2.02,10.01,2.45,752200,16530705,0.5,38.237,0.676,3332196854
SZ002906,华阳集团,32.42,2.95,10.01,20.25,5188254,168095551.68,1.1,158.832,0.308,15337902000
SH605136,丽人丽妆,27.81,2.53,10.01,-1.63,4712928,123815477,11.78,39.407,,11124278100
SZ002158,汉钟精机,17.7,1.61,10.01,17.37,25850758,445651465.83,4.87,29.904,1.413,9467407949
SH605005,合兴股份,10.11,0.92,10.01,58.46,104705,1058568,0.26,23.979,,4054110000
SZ002867,周大生,31.67,2.88,10,18.84,10161672,310548091.75,1.41,23.706,1.421,23144930084
SZ000739,普洛药业,23.54,2.14,10,1.12,13795698,317778848.19,1.17,36.896,0.701,27742443002
SZ003031,中瓷电子,69.05,6.28,10,352.19,287584,19857675.2,1.08,72.69,,7365333356
SH600495,晋西车轴,4.73,0.43,10,15.09,77341331,356841204,6.4,154.332,0.423,5714742891
SH603127,昭衍新药,134.39,12.22,10,30.34,1422301,191143031,0.63,139.296,0.18,30567641030
SH605018,长华股份,13.86,1.26,10,11.77,2842574,38975469,6.82,32.113,,5775184800
SZ002096,南岭民爆,8.47,0.77,10,16.19,6765500,57079036,1.82,116.159,0.236,3144800890
SZ002703,浙江世宝,7.15,0.65,10,22.22,31188700,215645718.16,5.64,,0,5645959155
SZ002370,亚太药业,4.95,0.45,10,32,31943706,155738776.48,6.9,,0,2655962758
SH603058,永吉股份,8.15,0.74,9.99,15.77,5984451,47453043,1.43,21.015,1.472,3415456360
SH605151,西上海,20.47,1.86,9.99,-2.76,7740773,155278594,23.22,26.044,,2729469800
SH600980,北矿科技,14.53,1.32,9.99,5.9,8664497,122317221,5.69,47.814,0.206,2255199556
SZ003032,传智教育,21.57,1.96,9.99,154.96,180682,3897310.74,0.45,225.157,0.547,8680792575
SZ002045,国光电器,11.01,1,9.99,26.26,35192613,367633790.96,7.53,27.113,0.727,5156906882
SH600343,航天动力,12.23,1.11,9.98,25.31,84041044,1004724944,13.17,,0,7805263636
SZ000881,中广核技,11.9,1.08,9.98,8.18,15214957,176866076.78,2.2,40.084,0.185,11250567199
SZ000615,奥园美谷,11.13,1.01,9.98,46.45,47535212,507992067.56,6.14,,0,8694536950
SZ000155,川能动力,14.12,1.28,9.97,70.12,201588606,2660610386.25,15.87,99.104,0,17932400000
SH600128,弘业股份,6.51,0.59,9.97,0.93,10681708,67236829,4.33,21.055,0.768,1606456425
SH603499,翔港科技,9.05,0.82,9.96,12.14,921232,8337150,0.46,1613.406,0.62,1829463573
SZ002125,湘潭电化,7.4,0.67,9.96,-6.92,21091070,152693390.44,3.56,396.411,0,4658164676
SH600223,鲁商发展,10.49,0.95,9.96,23.12,44746433,446840831,4.43,18.498,1.04,10586006568
SZ000691,亚太实业,4.97,0.45,9.96,8.52,6286850,30128716.5,2.16,94.195,0,1606651900
SZ002510,天汽模,4.86,0.44,9.95,-4.33,106316984,506618544.62,11.42,,0,4621889680
SZ002348,高乐股份,2.21,0.2,9.95,5.74,71997551,154401532.67,8.53,,0,2093312000
SH603701,德宏股份,8.95,0.81,9.95,3.47,4760932,40792482,1.82,36.633,1.719,2351098877
SZ002263,大东南,3.87,0.35,9.94,43.87,304330641,1129602202.68,16.2,72.89,0,7269253587
SZ000030,富奥股份,7.08,0.64,9.94,-3.54,34571264,238706991.49,1.96,13.241,2.401,12818708946
SZ002305,南国置业,3.1,0.28,9.93,52.71,275692192,836625384.73,15.91,,0,5376068887
SH600469,风神股份,5.98,0.54,9.93,11.57,12575027,73227803,2.24,24.726,0.643,4372200360
SH600468,百利电气,4.66,0.42,9.91,5.67,13684791,63456917,1.22,52.515,0,5228030877
SZ002109,兴化股份,3.66,0.33,9.91,9.25,29776241,108948106.06,2.83,30.825,0.546,3853777928
SZ002172,澳洋健康,3.55,0.32,9.91,18.73,132230927,453540159.29,17.1,,0,2756508835
SZ003035,南网能源,2.22,0.2,9.9,58.57,1262682,2803154.04,0.17,24.043,,8409090907
SZ000558,莱茵体育,3.22,0.29,9.9,15.83,47954390,146703905.34,3.72,64.501,0,4151301116
SZ300274,阳光电源,92.2,8.3,9.89,27.56,56473345,5046978452.14,5.2,87.597,0.076,134329808070
SZ300894,火星人,60.1,5.4,9.87,22.65,11401172,660038639.51,29.98,96.408,,24340500000
SH600019,宝钢股份,6.82,0.61,9.82,14.62,376176750,2544562438,1.69,13.485,4.106,151877632973
SZ002269,美邦服饰,1.57,0.14,9.79,1.29,32567266,50909091.46,1.3,,0,3944625000
SZ002705,新宝股份,55.15,4.77,9.47,30.53,7956817,418901708.28,1,42.277,0.703,45594037067
SH688005,容百科技,68.03,5.88,9.46,31.99,21216141,1419958615,7.74,722.176,,30156726171
SH688526,科前生物,43.78,3.78,9.45,5.24,5187281,219954859,6.5,54.803,,20357700000
SH603798,康普顿,11.5,0.99,9.42,19.42,11269762,124551196,5.63,24.73,0.435,2300000000
SH603110,东方材料,48.03,4.13,9.41,68,8124332,374857105,5.65,124.893,1.145,6903514241
SH900957,凌云B股,0.664,0.057,9.39,32.01,4458421,2943617,2.42,57.786,0,231736000
SZ300347,泰格医药,173.95,14.89,9.36,7.64,10306601,1772298711.91,1.9,93.025,0.137,151772956206
SZ300568,星源材质,30.6,2.59,9.25,1.09,23039552,688530352.17,6.42,318.102,0.36,13727008316
SZ300999,金龙鱼,136.85,11.37,9.06,26.34,59531873,7872216192.96,16.69,105.86,,741944801702
SZ300316,晶盛机电,42.4,3.42,8.77,40.96,42587106,1763028299,3.53,79.086,0.236,54513229034
SZ002829,星网宇达,45.18,3.63,8.74,4.63,7986986,354534225.01,9.32,79.139,0,6988670107
SH688567,孚能科技,42.16,3.38,8.72,-7.85,11880031,486869487,7.7,,,45139433920
SH688608,恒玄科技,416.3,33.32,8.7,25.77,1407307,558351538,6.12,356.082,,49956000000
SH603306,华懋科技,26.02,2.06,8.6,13.23,15425449,398977003,5.02,37.329,1.74,8033420160
SH688656,浩欧博,73.65,5.82,8.58,108.88,2874662,205849021,22.4,97.509,,4644245857
SH603613,国联股份,159.72,12.46,8.46,24.7,3206717,499430127,2.67,158.428,0.043,37881208950
SH600882,妙可蓝多,60.29,4.65,8.36,5.59,7117080,420213789,1.74,409.296,0,24677242323
SZ300723,一品红,42.97,3.3,8.32,6.94,3445003,147158243.34,2.37,40.074,0.466,6913662447
SZ002607,中公教育,34.94,2.64,8.17,-0.54,25659258,868405033.42,3.27,99.46,0.687,215488934652
SZ300363,博腾股份,42.13,3.18,8.16,15.36,16602198,695809101,3.71,79.166,0.247,22865953565
SH603056,德邦股份,14.56,1.08,8.01,14.74,20849764,297687155,2.17,27.484,0.206,13977600000
SH603678,火炬电子,77.55,5.75,8.01,7.26,14227036,1077917408,3.09,69.113,0.216,35661130740
SZ300073,当升科技,61.85,4.55,7.94,-4.63,20633339,1255796442.64,4.74,,0,28056430275
SZ300592,华凯创意,17.58,1.29,7.92,-4.56,4428800,75856836,4.65,,0,2151459738
SH688390,固德威,290.84,21.31,7.91,22.25,1193664,344552861,5.96,114.474,,25593920000
SH689009,九号公司-UWD,85.02,6.21,7.88,-0.93,5087314,419551948,8.82,,,59861873783
SZ300725,药石科技,172.6,12.6,7.88,25.07,3544525,602933171.28,3.03,149.814,0.082,26513975063
SZ002407,多氟多,23.99,1.75,7.87,19.77,89266150,2049683473.93,15.42,,0.041,16673061539
SH600499,科达制造,9.24,0.67,7.82,31.81,74485226,677668827,4.72,691.079,0,17449000144
SZ000712,锦龙股份,16.02,1.16,7.81,1.33,55255963,879595062.28,6.94,96.961,0,14353920000
SH688133,泰坦科技,123.3,8.91,7.79,-7.8,881304,104766054,5.66,116.781,,9401496768
SH603199,九华旅游,20.16,1.45,7.75,3.92,1454225,28343450,1.31,100.111,1.091,2231308800
SH603319,湘油泵,41.32,2.97,7.74,4.77,4545567,181742997,4.33,32.607,0.617,4756775093
SZ300487,蓝晓科技,51.47,3.69,7.72,15.66,4271737,214395548.33,3.53,59.68,0.475,11043851967
SZ002232,启明信息,13.6,0.97,7.68,18.16,35676297,476019173.91,8.73,40.451,0.125,5556258988
SH603580,艾艾精工,13.29,0.94,7.61,15.77,4172204,53160671,3.19,50.389,0.617,1736646828
SH603683,晶华新材,14.71,1.04,7.61,15.19,6797900,98287168,5.37,54.1,0.805,1863315700
SH603599,广信股份,28.69,2.02,7.57,19.69,23697891,653989399,5.13,25.316,0,13331644383
SZ300224,正海磁材,13.95,0.98,7.56,11.51,36183335,489444888.13,4.46,107.568,1.434,11442020956
SZ300257,开山股份,14.69,1.03,7.54,7.62,8231274,116592492.84,1.01,57.692,0,14596498414
SH603259,药明康德,154.17,10.79,7.53,14.44,17434749,2679343897,1.23,153.162,0.148,376434548854
SH688111,金山办公,460.8,32.25,7.53,12.12,2067420,923651029,0.96,268.401,,212428800000
SH688356,键凯科技,98,6.85,7.52,-10.76,1108831,110440360,8.13,76.753,,5880000000
SH600549,厦门钨业,16.49,1.14,7.43,-2.14,51841172,826336892,3.69,44.917,0.601,23391332138
SH603218,日月股份,41.21,2.85,7.43,36.23,14479551,575127708,1.75,46.275,0.4,39874961211
SZ300122,智飞生物,142.1,9.8,7.41,-3.93,20036724,2769426226.07,2.23,73.768,0.352,227360000000
SZ000951,中国重汽,41.69,2.86,7.37,32.52,16270123,652219864.71,2.43,16.317,1.319,27977358552
SZ200045,深纺织B,3.36,0.23,7.35,8.39,601882,1999222.58,1.22,50.399,0,1706114857
SH605218,伟时电子,14.64,1,7.33,2.31,7728587,113680224,14.53,36.45,,3115881854
SH688155,先惠技术,76.68,5.24,7.33,9.54,1985970,148496355,11.55,46.519,,5799311160
SZ300896,爱美客,746,50.91,7.32,13.89,1250461,917358373.6,4.81,238.712,,89669200000
SZ002250,联化科技,24.93,1.7,7.32,3.92,7415929,179564681.38,0.81,316.085,0.201,23016529162
SH688536,思瑞浦,558,38,7.31,29.17,766110,417477484,4.24,233.073,,44640000000
SH688050,爱博医疗,188.87,12.77,7.25,9.19,1607580,300601425,7.48,230.092,,19857654303
SH600079,人福医药,30.22,2.03,7.2,-10.8,26829993,793959292,1.98,65.753,0.145,46660426827
SH603799,华友钴业,84.19,5.64,7.18,6.17,49357570,4092414469,4.46,134.673,0,96082807874
SZ300364,中文在线,9.27,0.62,7.17,20.23,42172289,381396036.68,6.68,,0,6742027524
SZ002497,雅化集团,26.65,1.77,7.11,21.41,117494637,3025455970.42,12.9,168.822,0.053,27229431709
SH688363,华熙生物,166.85,10.97,7.04,13.95,3844362,626802092,4.12,131.957,,80088000000
SZ002821,凯莱英,315.9,20.7,7.01,5.6,3860385,1204407119.15,1.73,110.458,0.151,76610391519
SZ300750,宁德时代,391.4,25.29,6.91,11.48,21341613,8254525726.97,1.73,204.757,0.053,911756134559
SZ000633,合金投资,6.52,0.42,6.89,26.6,46898557,298784056.21,12.18,215.317,0,2510893552
SH688366,昊海生科,91.2,5.84,6.84,1.16,834627,74874417,2.2,69.547,,16161241920
SZ300011,鼎汉技术,6.73,0.43,6.83,-0.88,16890329,113116607,3.57,57.105,0,3759717105
SZ300015,爱尔眼科,75.4,4.8,6.8,0.68,51163078,3782132877.25,1.49,183.441,0.15,310762459839
SZ000590,启迪药业,8.75,0.55,6.71,3.18,4896977,42439571.59,2.05,47.156,0,2095373586
SZ002733,雄韬股份,20.04,1.26,6.71,-3.65,14255394,277618041.27,4.33,106.328,1.132,7732610613
SH688233,神工股份,46.09,2.89,6.69,5.42,3235817,150045889,8.48,123.779,,7374400000
SH601689,拓普集团,49.98,3.12,6.66,30.05,17669261,865190582,1.67,104.16,0.38,52728287695
SH603722,阿科力,29.94,1.87,6.66,9.31,1930000,56584335,2.22,68.601,0.999,2632848750
SH603112,华翔股份,10.9,0.68,6.65,-4.39,4653619,50105790,8.75,21.779,,4632500000
SH600169,太原重工,2.25,0.14,6.64,4.17,160723060,366692797,6.27,,0,7499568375
SZ300558,贝达药业,134.03,8.33,6.63,24.83,5374421,708443507.03,1.34,101.402,0.138,55376225229
SH688408,中信博,166.87,10.28,6.56,-2.28,890030,145649561,2.94,90.572,,22646842148
SZ002760,凤形股份,17.9,1.1,6.55,5.73,1715917,30198491.14,2.25,24.218,0,1575200000
SH600132,重庆啤酒,129.49,7.92,6.51,8.82,3217291,407688519,0.66,119.606,1.081,62669430429
SH688017,绿的谐波,167.39,10.19,6.48,14.26,1014989,167552176,3.69,240.917,,20156551413
SZ300630,普利制药,43.55,2.63,6.43,3.96,9031531,387522381.52,2.81,50.078,0.318,19032625100
SZ200020,深华发B,3.5,0.21,6.38,14.75,740420,2555053.2,0.73,119.195,0,991064295
SZ300835,龙磁科技,55.35,3.31,6.36,11.59,3187791,172622188.37,18.04,64.835,0.903,3911584500
SZ300529,健帆生物,79.2,4.73,6.35,16.78,8699619,669651174.2,1.89,81.107,0.597,63289444046
SZ002180,纳思达,28.75,1.71,6.32,7.56,33864567,940199121.98,3.36,67.774,0.344,30890529328
SZ000932,华菱钢铁,4.91,0.29,6.28,2.72,131748646,642876184.26,3.12,5.233,5.092,30093769106
SZ300450,先导智能,91.05,5.36,6.26,8.41,15292022,1376085966.18,1.69,107.322,0.174,82611715537
SH688116,天奈科技,68.57,4.02,6.23,10.6,3515713,240354113,2,165.815,,15898511014
SZ002741,光华科技,13.81,0.81,6.23,10.57,10500091,142136838.49,3.29,7312.68,0,5168535751
SZ300762,上海瀚讯,56.32,3.3,6.22,30.07,6188765,340651846.86,5.73,96.436,0.083,12063715840
SZ000301,东方盛虹,14.74,0.86,6.2,55.49,107291417,1501928605.89,6.2,107.795,0.565,71265893385
SH688388,嘉元科技,86.53,5.03,6.17,-1.83,3734676,317986005,2.48,112.266,0.095,19977700280
SH600893,航发动力,70.9,4.1,6.14,19.46,76631360,5277414415,3.64,145.639,0.171,188990631474
SZ300176,派生科技,7.47,0.43,6.11,-2.1,17368601,131261260.42,4.63,,0,2892987576
SH600507,方大特钢,7.29,0.42,6.11,5.04,73783095,529283414,3.42,8.139,0,15716877126
SZ002557,洽洽食品,61.6,3.54,6.1,14.39,12278649,747840122.65,2.42,42.615,1.136,31231200000
SH601799,星宇股份,201.85,11.53,6.06,0.67,2317662,452722878,0.84,57.731,0.495,55741933579
SZ300836,佰奥智能,48.88,2.79,6.05,1.83,2383391,118216707.34,19.36,41.877,0,2407619594
SZ000733,振华科技,60.87,3.47,6.05,3.43,10839223,649400583.23,2.11,87.532,0.082,31336217968
SZ300432,富临精工,10.93,0.62,6.01,6.63,35721020,388597973.1,4.99,14.565,0,8077622471
SH601003,柳钢股份,6,0.34,6.01,15.61,21757887,128788098,0.85,7.327,7.5,15376759200
SH600363,联创光电,27.68,1.57,6.01,12.38,23322109,636099024,5.26,49.648,0.158,12607596440
SH603377,东方时尚,15.38,0.87,6,-20.56,48194591,649374995,7.89,68.871,1.252,9391418714
SH603067,振华股份,7.07,0.4,6,7.28,10099851,70871621,2.34,24.367,1.222,3528185694
SZ300841,康华生物,519.88,29.33,5.98,11.03,1040024,528578183.69,6.93,70.59,0,31192800000
SZ300476,胜宏科技,26.58,1.49,5.94,23.23,20911057,549030923.27,2.74,39.127,0.716,20667583474
SZ002008,大族激光,49.24,2.75,5.92,15.18,53489861,2599099156.38,5.38,49.462,0.406,52542622375
SH601609,金田铜业,10.42,0.58,5.89,2.66,24669779,255636903,10.19,28.599,0.979,15181616980
SZ300477,合纵科技,5.03,0.28,5.89,-18.87,45393349,232665308.43,7.99,,0.318,4189867761
SZ002010,传化智联,5.58,0.31,5.88,18.47,47998930,264290780.16,1.51,12.814,1.765,18453560403
SZ300566,激智科技,34.42,1.91,5.88,6.99,4717597,158467630.17,4.08,50.232,0.145,5342001210
SH603267,鸿远电子,149.17,8.27,5.87,15.85,2630733,385537745,1.67,95.53,0.005,34529274920
SZ300146,汤臣倍健,25.7,1.42,5.85,6.42,25038061,631126095.69,2.8,,1.402,40632228238
SH600763,通策医疗,297.55,16.42,5.84,7.61,2712123,797985924,0.85,207.783,0,95406432000
SZ300599,雄塑科技,14.15,0.77,5.75,13.56,12763972,177765128.61,8.5,19.96,1.625,4301600000
SZ200613,大东海B,1.84,0.1,5.75,2.22,351200,619225,0.4,,0,669944000
SZ300001,特锐德,35,1.89,5.71,19.21,29985341,1044443707.27,3.17,149.16,0.057,34914952625
SH603392,万泰生物,290.18,15.61,5.69,43.99,2566717,715716548,5.89,228.549,0,125822048000
SH600976,健民集团,32.18,1.73,5.68,26.74,2782333,87508053,1.81,34.32,0.622,4936366948
SZ300246,宝莱特,29.2,1.57,5.68,12.39,10846800,313307541,10.07,13.161,0.685,4265769600
SH601012,隆基股份,108.31,5.81,5.67,17.47,73991177,7813323733,1.96,50.112,0.351,408520289667
SZ002730,电光科技,11.38,0.61,5.66,21.32,4531288,50654795.8,1.48,126.805,0.879,3672030120
SH600711,盛屯矿业,7.84,0.42,5.66,-14.41,183936588,1404933891,8.22,50.165,0.468,20693615916
SH600184,光电股份,13.29,0.71,5.64,17.71,30003706,395090165,5.9,117.903,0.278,6761431378
SZ300807,天迈科技,33.44,1.78,5.62,-8.08,5519456,183021618.46,18.34,72.143,2.093,2268937440
SH688386,泛亚微透,56.97,3.01,5.58,-7.43,862636,48912557,6.05,75.47,,3987900000
SZ002590,万安科技,7,0.37,5.58,-3.85,17509287,124680124.83,4.04,28.394,1.429,3357528482
SZ002553,南方轴承,12.34,0.65,5.56,16.97,59659493,717290487.5,25.46,73.674,0.81,4294320000
SH603229,奥翔药业,36.5,1.92,5.55,-0.38,2771054,99268862,1.24,120.77,0.137,8731032578
SZ300643,万通智控,11.6,0.61,5.55,-8.66,6794293,79224410.36,3.4,121.575,0.345,2320000000
SZ300679,电连技术,33.34,1.75,5.54,-1.85,5322608,177421109.05,2.6,40.48,0.54,9361872000
SH688077,大地熊,41.1,2.14,5.49,6.64,2348216,94588045,12.9,77.918,,3288000000
SZ300304,云意电气,5.19,0.27,5.49,-1.33,43129782,225227549.79,5.11,29.726,0.578,4494726933
SZ000557,西部创业,4.04,0.21,5.48,2.8,44242100,178924000.93,3.03,34.032,0,5891833929
SH603031,安德利,22.97,1.19,5.46,1.55,1133380,25698519,1.01,316.597,0,2572640000
SZ000550,江铃汽车,20.6,1.06,5.42,-0.19,20688058,426648208.41,3.99,50.993,0.34,17782208400
SH603596,伯特利,37.25,1.9,5.37,8.85,4732845,170823187,2.76,38.444,0.268,15218897250
SZ300317,珈伟新能,7.33,0.37,5.32,-12.84,44682788,325114616.01,5.81,,0,6042000730
SZ002812,恩捷股份,137.07,6.91,5.31,-3.32,8534325,1159644221.45,1.59,141.05,0.083,121521693731
SZ000863,三湘印象,4.98,0.25,5.29,9.45,13795147,67742505.41,1.13,54.894,8.032,6101536637
SZ002747,埃斯顿,32.67,1.64,5.29,9.56,8576366,277276782.62,1.17,292.54,0,27451434550
SH688016,心脉医疗,314.8,15.81,5.29,25.32,531211,165524224,1.44,118.245,,22658720676
SH603993,洛阳钼业,6.2,0.31,5.26,-0.8,484385308,2963676498,2.74,60.258,0.694,133915291615
SZ300127,银河磁体,17.45,0.87,5.25,1.63,10804680,184317618.77,4.75,38.396,2.006,5638903982
SZ002210,*ST飞马,2.21,0.11,5.24,2.79,10155222,21923436.46,0.38,,0,5881324431
SZ002202,金风科技,15.1,0.75,5.23,5.96,114429606,1712914556.1,3.37,23.733,1.06,63798521470
SH600146,*ST环球,1.01,0.05,5.21,-1.94,43568121,43743007,9.27,,0,474669700
SZ000707,ST双环,2.22,0.11,5.21,-2.2,5785886,12663529.68,1.25,,0,1030403598
SZ002410,广联达,90.43,4.48,5.21,14.85,8137333,726184211.95,0.82,350.423,0.105,107229994789
SZ002147,*ST新光,1.01,0.05,5.21,-4.72,20010597,20115049.5,3.73,,0,1846357179
SH688617,惠泰医疗,233.55,11.55,5.2,213.66,832214,192733942,6.06,167.681,,15570778500
SH600521,华海药业,28.8,1.42,5.19,-14.82,19314289,551188360,1.33,46.633,0.631,41892711754
SZ002447,*ST晨鑫,2.23,0.11,5.19,9.85,39868604,87405362.28,2.95,,0,3182640390
SH600595,*ST中孚,2.23,0.11,5.19,-3.88,456389,1017747,0.03,70.58,0,4373529647
SH600398,海澜之家,6.9,0.34,5.18,7.48,18479691,125657237,0.43,15.817,4.152,29805186125
SZ000697,炼石航空,11.42,0.56,5.16,-2.14,18828333,212480778.84,3.26,,0,7669855394
SZ300631,久吾高科,16.57,0.81,5.14,-4.33,3552541,57608775.69,3.35,31.83,0.88,1799914626
SZ002501,*ST利源,2.46,0.12,5.13,-1.2,16309604,39178500.62,0.46,,0,8733000000
SH900953,凯马B,0.431,0.021,5.12,12.24,1824452,789576,0.76,100.693,0,275840000
SZ002681,*ST奋达,4.73,0.23,5.11,9.49,38285843,178701109.78,3.53,,0,8630677843
SZ000534,万泽股份,15.27,0.74,5.09,11.62,8271497,123296703.03,1.68,127.454,0.327,7509558416
SZ002850,科达利,78.81,3.82,5.09,-16.15,3080276,239521394.22,2.37,97.063,0.229,18356460743
SH603007,花王股份,5.38,0.26,5.08,0.56,5925883,31833065,1.78,68.244,1.866,1806163916
SH603779,ST威龙,6,0.29,5.08,1.87,120140,720840,0.04,,0,1996494924
SZ002176,*ST江特,5.8,0.28,5.07,55.5,94261445,545362349.67,5.53,,0,9896688370
SH605186,健麾信息,24.51,1.18,5.06,-12.87,4327104,103581584,12.73,29.942,,3333360000
SH600599,*ST熊猫,4.99,0.24,5.05,6.4,627300,3130227,0.38,,0,828340000
SZ002810,山东赫达,50.33,2.42,5.05,46.31,3830191,186866409.52,2.04,43.24,0.753,10107660003
SZ002289,ST宇顺,7.71,0.37,5.04,-4.93,1130751,8680805.71,0.44,51.316,0,2160756281
